小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价 
俊峰龙凤云洲,售罄,[沙坪坝-杨公桥]104号(杨公桥立交旁),二居(2)，三居(3),,"均价8,194元/m²",总价待定
康田漫香林,售罄,[沙坪坝-大学城]西永微电园（寨山坪公园里）,一居(1)，二居(3),2017.05.08,售价待定,总价待定
九鼎名都,售罄,沙坪坝 - 童家桥大水井1号(红岩魂广场旁),一居(3)，二居(7)，三居(2),,售价待定,总价待定
永缘城市交响(公寓),售罄,九龙坡 - 华玉路（龙门阵公园西行200米）,一居(9)，二居(1)，三居(1),,售价待定,总价待定
蓝光十里蓝山(别墅),售罄,巴南 - 渝南大道111号（十公里东方温泉酒店旁）,二居(1)，三居(6)，四居(1),,总价待定,
海尔海语江山,售罄,江北 - 重庆江北区寸滩街道茅溪村原大井湾社和红沙坡社海尔路西侧处,一居(1)，二居(3)，三居(3),,"均价7,525元/m²",总价待定
海宇西苑,售罄,[北碚-城南新区]安礼路80号（区府大楼旁）,二居(2)，三居(3)，四居(1),,"均价6,668元/m²",总价待定
中庚阅玺(别墅),售罄,[北碚-蔡家]北碚蔡家岗镇同熙路6号,不限(2),2017.04.27,总价待定,
中国铁建公园1159,售罄,北碚 - 北碚冯时行路（中铁5号对面）,二居(3),,"均价6,400元/m²",总价待定
美丽沙滨国际,售罄,[沙坪坝-沙滨路]沙滨路,,,售价待定,总价待定
隆鑫花漾汇,售罄,[沙坪坝-大学城]西永大道58号,一居(1)，二居(1),,"均价5,161元/m²",总价待定
华宇金沙时代,售罄,沙坪坝 - 土湾新生村13号附4号(沙坪坝石门大桥旁),一居(5)，二居(14)，三居(5),,"均价9,344元/m²",总价待定
晋愉天意(公寓),售罄,九龙坡 - 巴国城公园旁（邻近九龙园区行政中心）,一居(1)，二居(2)，三居(3),,售价待定,总价待定
东原香郡,售罄,[巴南-鱼洞]新农街（原粮食局旁）,一居(1)，二居(14)，三居(17)，四居(7),,"均价6,533元/m²",总价待定
王朝温泉花园,售罄,[巴南-南泉]虎啸口村16号（长南桥处）,二居(6)，三居(1)，四居(1),,"均价3,892元/m²",总价待定
创远十里缇香,售罄,[巴南-李家沱]渝南大道103号,二居(2)，三居(4)，四居(1),2017.04.26,售价待定,总价待定
万友四季缤纷,售罄,[巴南-龙洲湾]轨道3号线大山村站,一居(2)，二居(3)，三居(5)，四居(1),2017.05.02,售价待定,总价待定
帝豪南城国际(公寓),售罄,[巴南-鱼洞]江州路（轻轨3号线主站旁）,二居(4),,售价待定,总价待定
海悦香缇,售罄,[江北-北滨路]宏帆路28号（原江北农场）,二居(5)，三居(3),,"均价6,380元/m²",总价待定
东方明珠,售罄,江北 - 江北北滨路渝江村300号A宗（石门大桥桥头石门车站旁）,一居(5)，二居(2)，三居(5),,"均价7,738元/m²",总价待定
福星名居,售罄,[北碚-城南新区]双柏路41号（重百超市旁）,一居(1)，二居(2),,"均价6,500元/m²",总价待定
重庆北碚悦榕私邸一期(别墅),售罄,北碚 - 北碚十里温泉城和缙云山风景区,不限(2),,总价待定,
柏景龙庭(别墅),售罄,九龙坡 - 九龙坡九龙园翼龙路8号（金科三色幼儿园对面）,一居(1)，二居(9)，三居(1),,总价待定,
东原D7区,售罄,[江北-鸿恩寺]红石路上,二居(11),,"均价8,913元/m²",总价待定
七彩空间,售罄,[江北-五里店]红黄路红土地立交旁,一居(4)，二居(2),,"均价7,653元/m²",总价待定
九街高屋,售罄,[江北-观音桥]北城天街46号(观音桥步行街旁),不限(16)，一居(12),,"均价10,000元/m²",总价待定
建工北城乐章,售罄,江北 - 嘉陵村27号(观音桥家乐福上行200米),一居(5)，二居(3),,"均价8,867元/m²",总价待定
心景缙云(公寓),售罄,[北碚-老城区]十里温泉城运河片区,一居(2)，二居(1),2017.06.05,售价待定,总价待定
正源橡园,售罄,[北碚-城南新区]北碚区渝武高速城南出口...,,,"均价6,388元/m²",总价待定
大鼎第一时间(公寓),售罄,九龙坡 - 九龙坡谢家湾正街7号（袁家岗五洲女子医院旁）,一居(5)，二居(7),,售价待定,总价待定
壹江城C调,售罄,[江北-北滨路]江北北滨路(高家花园大桥桥头),一居(3)，二居(9),,"均价7,000元/m²",总价待定
海悦蓝庭,售罄,江北 - 宏帆路9号（石马河街道江北农场处，宏帆花园),二居(1)，三居(1),,"均价7,308元/m²",总价待定
叠彩山(公寓),在售,[渝北-悦来]悦城路86号,一居(5)，二居(3)，三居(3)，四居(1),2017.08.21,"均价10,000元/m²",34-138万元
景瑞御蓝湾(别墅),售罄,[北碚-城南新区]云开路自然博物馆新馆旁,不限(4),,总价待定,
中庚阅玺(公寓),售罄,[北碚-蔡家]北碚蔡家岗镇同熙路6号,不限(2),2017.04.27,"均价9,600元/m²",总价待定
国旅·颐锦院(别墅),售罄,北碚 - 北碚两江新区蔡家（颐尚温泉度假区）,不限(2)，三居(2),,总价待定,
首信皇冠假日,售罄,九龙坡 - 铝城北路（西彭中心农贸市场附近）,二居(1)，三居(1),,"均价4,800元/m²",总价待定
恋恋上层,售罄,[江北-鸿恩寺]大石坝街道(原大石坝社处),一居(2)，二居(3)，三居(1),,"均价8,888元/m²",总价待定
招商江湾城,售罄,[江北-北滨路]363号（渝澳大桥桥下）,一居(1)，二居(1)，三居(4)，四居(9),,"均价9,392元/m²",总价待定
鼎升凯文阳光,售罄,"江北 - 金源路64号（工商大学江北校区旁,北滨路中段）",一居(5),,"均价9,166元/m²",总价待定
坡岭顿小镇(别墅),售罄,南岸 - 茶园新城区世纪大道玉马路10号（新世纪大道茶园入口处）,不限(3),,总价待定,
鲁能星城十三街区(公寓),在售,[渝北-龙头寺]渝鲁大道777号,一居(5)，二居(1)，三居(2),2018.01.29,"最低13,000元/m²起",53-129万元
尚格锦园,在售,[渝北-鸳鸯]云山路1号,一居(2)，二居(2)，三居(2),2018.02.24,"均价11,000元/m²",55-106万元
华宇摩天(公寓),在售,"[渝北-龙头寺]庐山大道,近天吉路",不限(1),2017.08.21,"均价12,500元/m²",55万元
蘭亭新都汇,在售,[渝北-回兴]兴科大道与宝桐路交汇处,一居(1)，二居(1)，三居(1),2017.08.15,"均价13,000元/m²",64-96万元
恒大照母山,待售,[渝北-照母山]金山大道2号大坡隧道口,一居(1)，二居(5)，三居(14)，四居(2),2018.03.07,"均价14,000元/m²",66-158万元
回兴欢乐颂,在售,渝北 - 兴科大道222号（3号线回兴轻轨站旁）,一居(2)，二居(8),2017.08.21,"均价13,000元/m²",73-111万元
新天泽云山外(别墅),售罄,北碚 - 缙泉路（渝武高速缙云山出口下）,三居(2),,总价待定,
金融街金悦熙城,售罄,九龙坡 - 横街与盘龙正街交汇处（荒沟金悦熙城站旁）,一居(3)，二居(4),2017.03.02,"均价8,400元/m²",总价待定
保利江上明珠馨园,售罄,江北 - 大石坝组团片区K11-1、02地块A宗(观音桥鸿恩寺森林公园...,二居(9)，三居(10)，四居(3),,"均价7,726元/m²",总价待定
典雅中央广场(公寓),售罄,[巴南-龙洲湾]新区(区政府对面),一居(9)，二居(3),,售价待定,总价待定
东原亲亲里(别墅),售罄,[南岸-新南湖]丹龙路18号,一居(5)，二居(15)，三居(15),,总价待定,
南山1号(别墅),售罄,南岸 - 南山街道福寿路1号(重庆邮电大学附近),四居(1)，五居及以上(5),,总价待定,
力帆红星国际广场（公寓）,在售,[渝北-两江新区]龙安路7号,开间(1),2017.10.15,"均价12,500元/m²",75万元
中国摩,在售,渝北 - 空港东路777号举人坝轻轨三号线轻轨站,二居(10)，三居(1),2018.01.24,"均价11,000元/m²",75-121万元
红鼎高尔夫社区(别墅),售罄,北碚 - 蔡家组团童家溪镇香溪路88号（蔡家派出所旁）,二居(1),,总价待定,
佳华北宸里,售罄,[江北-黄泥磅]重庆黄泥塝紫荆路601起点站旁,一居(1)，二居(2)，三居(2),2017.05.24,"均价16,700元/m²",总价待定
正升青青丽苑(别墅),售罄,江北 - 龙溪街道五黄路东侧(原重庆无线电专用设备厂),一居(4)，二居(3),,总价待定,
中房千寻,售罄,[沙坪坝]富洲路12号(石小路与高九路交汇处),二居(35),,"均价7,679元/m²",总价待定
东原桐麓(别墅),售罄,[巴南-龙洲湾]渝南大道3号线花溪轻轨站旁,一居(1)，二居(1)，三居(2)，四居(1)，五居及以上(1),,总价待定,
嘉瀛尚河(公寓),售罄,[巴南-龙洲湾]巴南龙洲湾龙洲大道中段,一居(3)，二居(6),,售价待定,总价待定
王朝温泉花园(别墅),售罄,[巴南-南泉]虎啸口村16号（长南桥处）,二居(6)，三居(1)，四居(1),,总价待定,
王朝温泉花园(公寓),售罄,[巴南-南泉]虎啸口村16号（长南桥处）,二居(6)，三居(1)，四居(1),,售价待定,总价待定
上丁范,售罄,[巴南-李家沱]西流沱四村199号,一居(9)，二居(3),2017.02.06,"均价6,200元/m²",总价待定
丽都锦上,售罄,[巴南-李家沱]轻轨九公里站旁,一居(2)，二居(2),2016.11.14,"均价6,500元/m²",总价待定
南溪绿郡,售罄,[巴南-界石]海棠大道1号(界石文化中心附近),一居(2)，二居(4)，三居(4),,"均价5,200元/m²",总价待定
宗申青年国际,售罄,巴南 - 渝南大道139号（轻轨3号线花溪站旁）,一居(5)，二居(4),,"均价7,300元/m²",总价待定
泽科弹子石中心,售罄,[南岸-弹子石]CBD朝天门大桥南,一居(1)，二居(3),2017.03.20,售价待定,总价待定
华润凯旋天地,售罄,[南岸-弹子石]涂山镇街道腾龙大道45号,一居(3),2017.07.06,售价待定,总价待定
融创伊顿濠庭(公寓),售罄,南岸 - 重庆市南岸茶园新区米兰路36号,不限(7)，一居(2)，二居(4)，三居(2),,售价待定,总价待定
康田蔚蓝海,在售,渝北 - 金州大道与肖家沟西支路交汇处（照母山森林公园北部附近）,二居(3)，三居(4),2017.08.21,"均价15,000元/m²",77-137万元
江山假日,售罄,北碚 - 渝合高速三溪口同兴园区园区二路39号(国道旁),一居(1)，二居(3),,"均价3,898元/m²",总价待定
龙湖花千树,售罄,沙坪坝 - 西永组团U2-7/02地块（大学城重大东大门正对面）,二居(2)，三居(8)，四居(2),,"均价6,012元/m²",总价待定
融汇江山,售罄,[巴南-李家沱]巴滨路融汇半岛段,二居(5)，三居(3)，四居(1)，五居及以上(1),,"均价7,055元/m²",总价待定
颜龙山水城,售罄,[巴南-龙洲湾]龙洲湾龙洲大道6号,一居(2)，二居(6)，三居(6),,"均价6,301元/m²",总价待定
凯川紫依云,售罄,[巴南-龙洲湾]巴文化公园旁（轻轨大山村站）,一居(1)，二居(5)，三居(2),,"均价5,700元/m²",总价待定
同景跃城,售罄,[巴南-鱼洞]鱼洞石子坪护士学校旁,一居(6)，二居(14),2017.02.06,"均价5,200元/m²",总价待定
天福克拉广场(公寓),售罄,[南岸-南坪]南坪西路28号（南坪百盛旁）,不限(5),,售价待定,总价待定
融创伊顿濠庭(别墅),售罄,南岸 - 重庆市南岸茶园新区米兰路36号,不限(7)，一居(2)，二居(4)，三居(2),,总价待定,
恒大世纪城,在售,[渝北-照母山]湖红路56号,二居(3)，三居(14),2018.03.07,"均价15,000元/m²",93万元起
汇祥林里3000,在售,[渝北-回兴]同盛路90号,二居(1)，三居(10)，四居(1),2018.01.02,"均价13,800元/m²",100万元
重庆桃源居国际花园,在售,[渝北-两路空港]桃源大道100号,二居(1)，三居(3)，四居(2),2017.08.17,"均价10,500元/m²",102万元
龙脊小时代,在售,[渝北-中央公园]兰桂大道169号,不限(1)，二居(6)，三居(3),2018.01.17,"最低13,500元/m²起",103-106万元
鲁能泰山7号,在售,渝北 - 兰桂大道秋成大道交接处（鲁能泰山俱乐部）,一居(1)，二居(7)，三居(6),2017.11.22,"均价14,000元/m²",108-127万元
东方剑桥,售罄,沙坪坝 - 中路17、19号（大学城重大东门旁）,一居(5)，二居(20)，三居(3)，四居(1),,"均价5,256元/m²",总价待定
帝豪南城国际,售罄,[巴南-鱼洞]江州路（轻轨3号线主站旁）,二居(4),,"均价6,504元/m²",总价待定
世纪金源御府,售罄,[巴南-龙洲湾]龙洲大道100号（巴南新区府旁）,四居(2),,"均价6,206元/m²",总价待定
亚太商谷(公寓),售罄,[南岸-南滨路]南岸国际会展中心旁（南铜路）,一居(1)，二居(3),,售价待定,总价待定
亚太商谷(别墅),售罄,[南岸-南滨路]南岸国际会展中心旁（南铜路）,一居(1)，二居(3),,总价待定,
南滨国际(公寓),售罄,南岸 - 南岸南滨路25号（长江大桥转盘旁）,一居(4)，二居(3),,售价待定,总价待定
金阳易诚时代,售罄,[沙坪坝-凤天路]中段(重庆图书馆正对面),一居(5)，二居(5)，三居(1),,"均价8,721元/m²",总价待定
东方绿源,售罄,沙坪坝 - 歌乐山镇静石湾358号（森林公园旁）,一居(1)，二居(1),,"均价6,578元/m²",总价待定
聚丰江山天下,售罄,南岸 - CBD弹子石涂山路（第五人民医院附近）,一居(3)，二居(11)，三居(17),,"均价9,000元/m²",总价待定
紫苑COSMO,售罄,[九龙坡-石坪桥]横街青龙村,一居(1)，二居(5),2017.02.10,"均价8,000元/m²",总价待定
融汇温泉城锦绣里,售罄,[沙坪坝-三峡广场]梨树湾,一居(1)，二居(2)，三居(8),,"均价6,518元/m²",总价待定
鸥鹏泊雅湾(别墅),售罄,沙坪坝 - 大学城虎溪花园旁（重庆大学后门）,一居(2)，二居(1)，三居(2),,总价待定,
海悦府,售罄,南岸 - 南岸南滨路CBD南区（朝天门大桥南桥头）,二居(7)，三居(1),,"均价9,019元/m²",总价待定
泰亨至尚泓景,售罄,九龙坡 - 华龙大道（重庆市实验外国语学校旁）,一居(1)，二居(5),2017.04.11,"均价6,800元/m²",总价待定
鼎秀风林(公寓),售罄,[沙坪坝]森林公园旁（歌乐山组团A分区A08-2）,一居(2)，二居(5)，三居(1),,售价待定,总价待定
财信沙滨城市,售罄,[沙坪坝-沙滨路]11号（肿瘤医院附近）,二居(6)，三居(4),2017.01.11,"均价9,500元/m²",总价待定
融汇温泉城圣地亚,售罄,[沙坪坝-三峡广场]沙坪坝天杨路,二居(9),,"均价6,623元/m²",总价待定
融汇温泉城,售罄,[沙坪坝-三峡广场]清溪路171号(重师南门对面),一居(7)，二居(15)，三居(14),,"均价7,850元/m²",总价待定
融创伊顿濠庭,售罄,南岸 - 重庆市南岸茶园新区米兰路36号,不限(7)，一居(2)，二居(4)，三居(2),,"均价5,569元/m²",总价待定
渝高香洲,售罄,[九龙坡-二郎]火炬大道（彩云湖公园旁）,二居(1)，三居(5),2017.04.10,"均价9,000元/m²",总价待定
金茂未来域(公寓),售罄,[九龙坡-袁家岗奥体]奥体中心对面,不限(7),2017.04.24,"均价9,000元/m²",总价待定
兰花丽景添丁,售罄,[九龙坡-高新区]石新路299号（巴山车管所旁）,二居(2)，三居(1)，四居(1)，五居及以上(1),,"均价8,364元/m²",总价待定
万科西城公园里,售罄,九龙坡 - 石坪桥盘龙正街中段（蟠龙小学旁）,一居(5)，二居(2)，三居(3),2017.03.14,"均价9,900元/m²",总价待定
新阳光广场(公寓),售罄,[沙坪坝-新桥]新桥正街（新桥医院对面）,一居(6),2017.05.15,"均价9,200元/m²",总价待定
融城华府(公寓),售罄,[沙坪坝-大学城]东路66号(虎溪电机厂旁)[,三居(2)，四居(2)，五居及以上(2),,售价待定,总价待定
中渝春华秋实,售罄,[沙坪坝-大学城]大学城东路（科技学院旁）,一居(6)，二居(1)，三居(1),,"均价5,300元/m²",总价待定
财信拉菲公馆(别墅),售罄,[沙坪坝-沙滨路]沙滨路11号（肿瘤医院附近）,一居(1)，二居(2),,总价待定,
新天泽云山外(别墅),售罄,北碚 - 缙泉路（渝武高速缙云山出口下）,三居(2),,总价待定,
恒大同景国际城香溪美岸,售罄,[南岸-茶园新区]南岸茶园新区(通江大道旁),二居(6)，三居(2),,"均价6,097元/m²",总价待定
保利江上明珠畅园,售罄,[江北-北滨路]鸿恩寺公园正对面,二居(1)，三居(1),,"均价7,622元/m²",总价待定
西苑6号,售罄,[九龙坡-华岩新城]华龙大道（人和小学附近）,一居(6)，二居(11)，三居(2),,"均价5,077元/m²",总价待定
鑫泰华府,售罄,[九龙坡-巴国城]华龙大道64号,一居(2)，二居(2),2017.05.02,"均价6,600元/m²",总价待定
半山公馆,售罄,九龙坡 - 长大路1号（高新区烟灯山公园旁）,一居(6)，二居(2)，三居(12)，四居(7)，五居及以上(4),,"均价7,922元/m²",总价待定
海宇中央鑫都,售罄,[北碚-城北新区]云清路160号（海宇大酒店旁）,一居(3)，二居(1),,"均价7,587元/m²",总价待定
红鼎高尔夫社区,售罄,北碚 - 蔡家组团童家溪镇香溪路88号（蔡家派出所旁）,二居(1),,售价待定,总价待定
志龙鸿馆,售罄,江北 - 江北鸿恩路5号（渝澳大道鸿恩寺立交处）,一居(7)，二居(1),,"均价12,100元/m²",总价待定
华美时代城,售罄,九龙坡 - 横街青龙村13号（永辉超市上行100米）,一居(1)，二居(3)，三居(3),,"均价7,400元/m²",总价待定
万科金域蓝湾,待售,[渝北-汽博中心]果塘路66号,二居(1)，三居(3)，四居(2)，五居及以上(1),2018.03.07,售价待定,125万元
北温泉九号二期森邻海,售罄,[北碚-城北新区]金华路369号(自然博物馆附近),一居(2)，二居(1)，三居(2),,"均价6,500元/m²",44-61万元
25小时,售罄,[江北-五里店]五简路1号（咨询大厦对面）,一居(3)，二居(1),,"均价7,360元/m²",总价待定
绿地新都会,售罄,江北 - 往盘溪方向200米（九村车站附近),一居(9)，二居(4)，三居(1),,"均价7,940元/m²",总价待定
盛美居,售罄,[九龙坡-谢家湾]黄杨路102号,一居(2)，二居(2),2017.05.09,"均价7,500元/m²",总价待定
祥御巴山三期,售罄,九龙坡 - 石新路中段巴山加油站旁（原巴山陶瓷市场）,一居(3)，二居(2)，三居(1)，四居(1),,"均价7,692元/m²",总价待定
融汇半岛玫瑰公馆,售罄,巴南 - 李家沱融汇大道1号(长江大桥南桥头),二居(5)，三居(4),,"均价6,236元/m²",总价待定
香林豪郡,在售,渝北 - 霓裳大道6号（南方翻译学院新大门对面）,一居(2)，二居(6)，三居(3),2017.07.27,"均价9,500元/m²",130万元
鼎秀风林(别墅),售罄,[沙坪坝]森林公园旁（歌乐山组团A分区A08-2）,一居(2)，二居(5)，三居(1),,总价待定,
保利江上海棠,售罄,江北 - 江北观音桥（鸿恩寺公园正大门对面）,四居(5)，五居及以上(1),,"均价12,000元/m²",总价待定
香河 国际,售罄,九龙坡 - 九龙西城陶家开发区（九龙桥温泉度假酒店旁）,三居(2),,"均价3,800元/m²",总价待定
越昕晖,售罄,巴南 - 巴南融汇大道中段（融汇小学旁）,二居(9)，三居(4)，四居(6),2016.12.26,"均价7,800元/m²",总价待定
万科御澜山,在售,[渝北-照母山]重庆市渝北照母山金山大道...,,2018.01.03,售价待定,"17,500元/m²"
财信拉菲公馆(公寓),售罄,[沙坪坝-沙滨路]沙滨路11号（肿瘤医院附近）,一居(1)，二居(2),,售价待定,总价待定
美丽时光,售罄,[沙坪坝-大学城]熙街1路（中央公园西边）,一居(6)，二居(1),,"均价5,777元/m²",总价待定
鸥鹏泊雅湾,售罄,沙坪坝 - 大学城虎溪花园旁（重庆大学后门）,一居(2)，二居(1)，三居(2),,"均价5,773元/m²",总价待定
海悦蓝庭(别墅),售罄,江北 - 宏帆路9号（石马河街道江北农场处，宏帆花园),二居(1)，三居(1),,总价待定,
北京城建龙樾湾,售罄,九龙坡 - 华福大道恒大雅苑左拐400米处,二居(1)，三居(7)，四居(1),2017.05.09,"均价8,600元/m²",总价待定
都灵态度,售罄,[巴南-龙洲湾]重庆龙洲湾巴南区府旁,,,"均价12,800元/m²",总价待定
小泉森林海,售罄,[巴南-南泉]风景名胜区（小泉宾馆旁）,四居(8),,"均价5,967元/m²",总价待定
融汇江山(别墅),售罄,[巴南-李家沱]巴滨路融汇半岛段,二居(5)，三居(3)，四居(1)，五居及以上(1),,总价待定,
锦上花格外,售罄,[巴南-鱼洞]107转盘（交通银行旁）,一居(6)，二居(4),,"均价4,825元/m²",总价待定
典雅依山郡,售罄,[巴南-鱼洞]江南新城鱼洞轻轨2.3号线总站旁,二居(2)，三居(5),,"均价7,300元/m²",总价待定
远洋高尔夫国际社区(别墅),售罄,巴南 - 巴南渝南大道(内环高速渝南大道出口正对面),不限(6)，一居(1)，三居(4),,总价待定,
世茂茂悦府(别墅),在售,[渝北-照母山]湖红路365号,不限(3)，一居(2)，二居(10)，三居(6)，四居(2),2017.10.15,146万元/套,
江山樾,在售,"[渝北-照母山]金通大道,近平祥路",二居(1)，四居(1),2017.08.07,"均价16,000元/m²",154-230万元
美利山公园城市,在售,[渝北-鸳鸯]翠渝路55号,二居(7)，三居(3),2017.07.27,"均价13,300元/m²",166万元
北大资源博雅,在售,[渝北-照母山]湖霞街17号（金州大道北侧),一居(1)，二居(13)，三居(15),2017.08.15,"均价17,000元/m²",172-240万元
富力湾(别墅),待售,[渝北-汽博中心]宝圣湖街道食品城西路10号,不限(3)，二居(3)，四居(1)，五居及以上(1),2017.10.15,233-272万元/套,
世茂茂悦府,在售,[渝北-照母山]湖红路365号,不限(1)，一居(2)，二居(10)，三居(6)，四居(3),2017.11.07,"均价23,000元/m²",234-299万元
融创碧桂园望江府,待售,[渝北-悦来]生态城,,2017.12.27,"均价20,000元/m²",260-440万元
约克郡,在售,[渝北-照母山]怡和路9号,三居(1)，四居(6),2017.07.24,"均价21,000元/m²",315-930万元
玥湖园(别墅),在售,[渝北-照母山]金州大道中段重光湖旁,二居(1)，四居(3)，五居及以上(1),2017.10.15,348-998万元/套,
招商雍华府(别墅),在售,渝北 - 祥康路1号（轻轨3号线龙头寺出口150米）,不限(2),2017.08.01,374万元/套,
羲城蓝湾,售罄,[沙坪坝-大学城]东路（科技学院旁）,一居(12)，二居(9),,"均价4,076元/m²",总价待定
左岸陈桥,售罄,沙坪坝 - 陈家桥（陈青路东侧虎溪河旁）,一居(1)，二居(3),,"均价5,979元/m²",总价待定
明发江南香郡,售罄,南岸 - 辅向路8号（辅向路和烟雨路交汇处）,二居(7)，三居(1),,"均价8,851元/m²",总价待定
绿地新都会(别墅),售罄,江北 - 往盘溪方向200米（九村车站附近),一居(9)，二居(4)，三居(1),,总价待定,
长帆汀澜郡,售罄,九龙坡 - 九龙坡九龙坡华岩新城（华福大道旁）,二居(1)，三居(5)，五居及以上(1),2017.04.10,"均价6,600元/m²",总价待定
典雅中央广场,售罄,[巴南-龙洲湾]新区(区政府对面),一居(9)，二居(3),,"均价7,119元/m²",总价待定
昌福盛景郦城(别墅),售罄,[巴南-鱼洞]大江江南大道（特车大桥旁）,一居(2)，二居(2)，三居(1),,总价待定,
昌福盛景郦城(公寓),售罄,[巴南-鱼洞]大江江南大道（特车大桥旁）,一居(2)，二居(2)，三居(1),,售价待定,总价待定
锦上花格外(别墅),售罄,[巴南-鱼洞]107转盘（交通银行旁）,一居(6)，二居(4),,总价待定,
汇景湾,售罄,巴南 - 渝黔高速路口（一品出口下行50米）,四居(3)，五居及以上(4),,"均价4,069元/m²",总价待定
东原湖山樾(别墅),在售,[渝北-照母山]星光大道116号,不限(1)，三居(1)，四居(1),2017.09.30,437-599万元/套,
万科御澜山(别墅),在售,[渝北-照母山]金开大道（万科颐府旁）,五居及以上(2),2017.07.24,645万元/套,
融城华府,售罄,[沙坪坝-大学城]东路66号(虎溪电机厂旁)[,三居(2)，四居(2)，五居及以上(2),,售价待定,总价待定
龙湖至德路9号,售罄,[沙坪坝-大学城]大学城东路，重庆八中与...,,,售价待定,总价待定
中铁山水一舍,售罄,[南岸-茶园新区]新区府正对面,三居(16)，四居(15)，五居及以上(1),,"均价8,290元/m²",总价待定
金科世界城,售罄,南岸 - 通江大道（南岸新行政中心旁）,一居(3)，二居(6)，三居(14),,"均价7,410元/m²",总价待定
佰富高尔夫别墅(公寓),售罄,[江北-石马河]江北石马河来鹿寺8号(石...,,,售价待定,总价待定
彩巍金悦湾,售罄,[巴南-鱼洞]箭河路15号（轻轨3号线金竹站旁）,二居(14)，三居(3),2017.02.14,"均价5,000元/m²",总价待定
融汇半岛格林美地,售罄,[巴南-李家沱]巴滨路融汇半岛段,一居(4)，二居(1)，三居(1),,"均价5,779元/m²",总价待定
蓝溪谷地格林奇寓(别墅),售罄,[沙坪坝]红槽房正街99号(天星桥转盘往...,,,总价待定,
珊瑚水岸,售罄,[南岸-南滨路]28号（南滨国际旁）,二居(1)，三居(3)，四居(2),,"均价11,627元/m²",总价待定
建恒长桥左岸,售罄,南岸 - 南岸通江大道96号（轻轨6号线长生桥站4号出口）,一居(2)，二居(3)，三居(1)，四居(2),,"均价7,800元/m²",总价待定
首创鸿恩中心,售罄,江北 - 江北红石路大庆村（鸿恩寺公园旁）,一居(3)，二居(3)，三居(2),,"均价13,000元/m²",总价待定
东原ARC中央广场,售罄,[沙坪坝]石碾盘（小龙坎正街旁）,一居(4)，三居(1),,"均价12,800元/m²",总价待定
郁金香国际公寓,售罄,[沙坪坝-三峡广场]新阳广场对面沙正街19号,一居(3),2016.10.19,"均价11,000元/m²",总价待定
流云阁,售罄,沙坪坝 - 沙坪坝劳动路89号（重庆大学下行500米）,一居(2)，二居(3),,"均价5,555元/m²",总价待定
恒大同景国际城馥山,售罄,[南岸-茶园新区](通江大道旁),二居(5)，三居(9),,"均价5,610元/m²",总价待定
泽瑞琥珀居,售罄,南岸 - 南岸茶园新区核心(长生桥中学旁),一居(1)，二居(2)，三居(3),,"均价6,083元/m²",总价待定
元合优CO,售罄,[江北-观音桥]蚂蝗梁（蚂蝗梁轻轨站对面）,一居(1)，二居(6)，三居(2),,"均价7,911元/m²",总价待定
中海北滨华庭,售罄,[江北-北滨路]一路528号（北滨路西段）,一居(2)，二居(3)，三居(2),,"均价7,333元/m²",总价待定
保利江上明珠乐园,售罄,[江北-观音桥]（重庆儿童公园旁）,二居(8)，三居(1),2017.05.03,售价待定,总价待定
万汇ONE58(公寓),售罄,[江北-五里店]建新北路八支路8号,不限(2),2017.07.21,"均价32,000元/m²",总价待定
东海岸,售罄,江北 - 江北区大石坝街道下石门1号（大石坝公交站旁）,二居(1)，三居(3),2017.02.06,"均价8,500元/m²",总价待定
首创光和城,售罄,沙坪坝 - 西永科技大道张治中旧居(交通1号线微电园站出口旁),一居(4)，二居(6)，三居(1),2017.02.04,"均价7,500元/m²",总价待定
宏声阳光绿洲,售罄,[南岸-弹子石]弹子石新街31号,二居(2)，三居(1),,"均价8,600元/m²",总价待定
东原亲亲里,售罄,[南岸-新南湖]丹龙路18号,一居(5)，二居(15)，三居(15),,"均价8,492元/m²",总价待定
浅山云景,售罄,南岸 - 南岸茶园新区长生桥镇长生一支路13号(镇政府旁),一居(1)，二居(5)，三居(1),,"均价5,394元/m²",总价待定
溪岸上品,售罄,[江北-大石坝]红石路（大庆村立交旁）,二居(1)，三居(1),,"均价8,207元/m²",总价待定
棕榈泉国际花园(别墅),售罄,[渝北-照母山]88号附4号(棕榈泉国际俱乐部旁),三居(5)，四居(1),2017.10.15,总价待定,
金融街金悦城,售罄,[沙坪坝-杨公桥]（阳光水城北侧）,一居(2)，二居(9)，三居(1),,"均价8,390元/m²",总价待定
麒麟香山,售罄,[沙坪坝-双碑]沙坪坝中梁镇(加油站对面),,,"均价5,576元/m²",总价待定
和泓南山道,售罄,南岸 - 海棠溪敦厚街36号（江南体育中心旁）,一居(2)，二居(7)，三居(1),,"均价8,379元/m²",总价待定
复地天玺(公寓),售罄,[渝北-汽博中心]金开大道（金渝大道口）,二居(3)，三居(4)，四居(1),,售价待定,总价待定
华宇天宫花城(公寓),售罄,渝北 - 龙头寺北广场天瑞路（中央美地旁）,二居(2)，三居(2)，四居(3),2017.04.27,"均价40,000元/m²",总价待定
